Processing Report
=============================================================
File Processed: grafik do raportu poprawiony 01-2025.xlsx

✅ Processing completed successfully!
Total schedule entries processed: 651

✅ WorkSchedule summary entries:
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 197, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 192, Start: 10:25, End: 18:00, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 192, Start: 10:25, End: 18:00, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 25, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 26, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 1, Employee: DPI, Start: 09:00, End: 16:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 4, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 7, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 8, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 9, Employee: DPI, Start: 08:00, End: 14:04, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 10, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 13, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 14, Employee: DPI, Start: 10:25, End: 18:00, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 17, Employee: DPI, Start: 12:25, End: 20:00, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 21, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 22, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 23, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 24, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 25, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 28, Employee: DPI, Start: 10:25, End: 18:00, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 30, Employee: DPI, Start: 10:25, End: 18:00, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 31, Employee: DPI, Start: 08:00, End: 15:35, Room: GAB2
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 11, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 12, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 187, Start: 08:00, End: 15:35, Room: GAB3
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 19, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 25, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 188, Start: 08:00, End: 15:35, Room: GAB4
  ➡️ YearMonth: 2025-01, Day: 1, Employee: 212, Start: 09:00, End: 16:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 212, Start: 10:25, End: 18:00, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 212, Start: 10:25, End: 18:00, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 212, Start: 12:25, End: 20:00, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 11, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 212, Start: 10:25, End: 18:00, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 212, Start: 08:00, End: 15:35, Room: GAB5
  ➡️ YearMonth: 2025-01, Day: 2, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 3, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 6, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 7, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 8, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 9, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 10, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 11, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 13, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 14, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 15, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 17, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 18, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 20, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 21, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 22, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 23, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 24, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 27, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 29, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 31, Employee: KRA, Start: 08:00, End: 15:35, Room: GAB6
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 190, Start: 10:25, End: 18:00, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 190, Start: 10:25, End: 18:00, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 190, Start: 10:25, End: 18:00, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 25, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 190, Start: 08:00, End: 15:35, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 190, Start: 08:00, End: 13:41, Room: GAB7
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 206, Start: 08:00, End: 15:35, Room: GAB8
  ➡️ YearMonth: 2025-01, Day: 1, Employee: RKO, Start: 09:00, End: 16:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 4, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 5, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 8, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 11, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 13, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 14, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 15, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 16, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 17, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 20, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 21, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 22, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 23, Employee: RKO, Start: 08:00, End: 13:41, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 29, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 30, Employee: RKO, Start: 08:00, End: 15:35, Room: GAB9
  ➡️ YearMonth: 2025-01, Day: 1, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 5, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 11, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 12, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 19, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 25, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 26, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 205, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 7
  ➡️ YearMonth: 2025-01, Day: 1, Employee: 204, Start: 09:00, End: 16:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 5, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 11, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 12, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 19, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 25, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 26, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 204, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 8
  ➡️ YearMonth: 2025-01, Day: 1, Employee: 203, Start: 09:00, End: 16:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 5, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 11, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 12, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 203, Start: 08:00, End: 15:35, Room: GABINET MASAŻU 9
